,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.0418889045715332,0.002082041781688797,0.001031970977783203,0.0001235995211270476,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 2}",0.49614197530864174,0.5115740740740738,0.5208333333333331,0.4812500000000001,0.5208333333333334,0.5061459882444586,0.015344826116266025,290,0.48767468944099374,0.4969267598343685,0.5088638716356108,0.5734810371517028,0.5281540247678019,0.5190200765660955,0.030407964991032984
1,0.03952956199645996,0.001408530079869056,0.000978565216064453,5.517823942529864e-05,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 3}",0.4999999999999997,0.4999999999999997,0.4999999999999999,0.4937500000000001,0.48750000000000004,0.4962715105162523,0.004993675829682298,353,0.5,0.5,0.5,0.5032410990712075,0.5047890866873066,0.5016060371517028,0.0020269828723830357
2,0.033257150650024415,0.00032245724917209854,0.0009814739227294923,5.356084921022296e-05,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 4}",0.4999999999999997,0.4999999999999997,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.4999999999999999,1.7534017153717175e-16,305,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,7.021666937153402e-17
3,0.04788703918457031,0.004190762304995022,0.000982379913330078,4.1810924513795104e-05,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 5}",0.5702160493827159,0.48225308641975284,0.6558641975308641,0.5104166666666667,0.625,0.5687539834289355,0.06581726254466237,125,0.6471596790890269,0.6117688923395446,0.6288819875776397,0.6021994324045408,0.5723684210526316,0.6124756824926768,0.025246147250030535
4,0.06292996406555176,0.017856025996443963,0.001094484329223633,0.00025442221111073135,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 6}",0.4999999999999997,0.5856481481481479,0.4999999999999999,0.5000000000000001,0.4937500000000001,0.515952305077544,0.035014612820187765,266,0.5,0.6006081780538303,0.4984472049689441,0.49690402476780193,0.49845201238390097,0.5188822840348954,0.04087467367489391
5,0.04566383361816406,0.0009136719952679394,0.0009870052337646485,4.9606971757017924e-05,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 7}",0.5864197530864196,0.520833333333333,0.4999999999999999,0.5458333333333334,0.5208333333333334,0.5347894979109127,0.029669033998581198,214,0.5779632505175983,0.5333527432712215,0.5,0.6611842105263159,0.5385706914344686,0.5622141791499209,0.055327572582245625
6,0.04796576499938965,0.008177399521835245,0.0009947776794433593,6.539028441571596e-05,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 8}",0.5378086419753084,0.48148148148148123,0.5146604938271604,0.5000000000000001,0.6499999999999999,0.536644005382055,0.05941713575888752,209,0.5085080227743272,0.5210274327122153,0.5021027432712216,0.5073206914344686,0.6077625128998968,0.529344280618426,0.03969856065847824
7,0.04008316993713379,0.0037428062861973163,0.0009895801544189454,3.757755153047668e-05,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 9}",0.5416666666666664,0.5509259259259258,0.6651234567901234,0.5395833333333334,0.5375000000000001,0.56706855038595,0.0493583313842592,133,0.5333527432712215,0.5986995341614907,0.5560300207039338,0.6023445562435501,0.5879934210526316,0.5756840550865656,0.02672166206282085
8,0.06975665092468261,0.02571005251357951,0.0009955883026123047,3.728348239863354e-05,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 10}",0.516975308641975,0.5354938271604935,0.5293209876543209,0.5395833333333334,0.5208333333333334,0.5284346009489411,0.008528289066890096,236,0.5635998964803313,0.5406638198757764,0.5604943064182194,0.6830011609907121,0.5297020123839009,0.5754922392297881,0.055198365432654
9,0.036751174926757814,0.0022061808911564207,0.0010483264923095703,0.00010260755658197605,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 15}",0.6442901234567899,0.5563271604938269,0.7546296296296297,0.5375000000000001,0.7458333333333335,0.6477391827774236,0.0911257907232136,41,0.6700634057971013,0.5844332298136645,0.6528856107660456,0.6266931114551085,0.6551373839009288,0.6378425483465697,0.03013454485404435
10,0.06307768821716309,0.022823542509952437,0.0010961532592773438,0.00017185608100329548,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 20}",0.4999999999999997,0.4999999999999997,0.5416666666666666,0.5250000000000001,0.5145833333333334,0.5162364563416187,0.015858790537920657,262,0.5021027432712216,0.53125,0.5208333333333333,0.6637158152734779,0.49845201238390097,0.5432707808523868,0.061414125191986864
