,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.028280878067016603,0.007371487097801898,0.0010632038116455077,0.00010892296757560164,logistic,1.0,3,0.3,"{'NN__activation': 'logistic', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': 3, 'NN__learning_rate_init': 0.3}",0.5182926829268293,0.5737250554323726,0.5453771979580259,0.5000000000000001,0.455232558139535,0.5188511778918756,0.04025224809566339,1,0.5274566473988439,0.5181617069863698,0.5615155385270328,0.5,0.5445314152739581,0.5303330616372409,0.02121532640414698
