,0,1,2,3,4,5,6,7,8,9
2,0.6719231129530849,0.9022916516973837,0.9087032697812383,0.9087032697732472,0.9019135082456927,0.8804662130085615,0.8827826250192585,0.9175424073745599,0.7708915174670733,0.8463623866724882
3,0.8873589455138281,0.9380527266369251,0.8487144470086405,0.6741346237344438,0.9830634953939463,0.8880129245030598,0.8969642350934699,0.8901606297006678,0.4761499376549889,0.908703269793292
4,0.9562529882935888,0.9332044560404787,0.9549009167321668,0.918491863714652,0.9312244112060729,0.9085158047265506,0.9290620765621286,0.851756010253456,0.9048083268232405,0.8492234076710449
5,0.7778548829225542,0.9528560175741995,0.9259778459820704,0.9661649514473414,0.9755752694752864,0.9048806959536149,0.9128387342687034,0.8681131137600896,0.9874612926365512,0.9414614177660241
6,0.9871565906401938,0.9620851120837788,0.880124008984282,0.9589540079497495,0.8265952299504432,0.8776640416111365,0.9729715480302454,0.8068659343439963,0.9946326061249993,0.9417406214208616
7,0.9797568999397601,0.9600043148730952,0.9361217957094468,0.9154463375094533,0.9658699981661482,0.9371831941987214,0.9834603129681819,0.7863599954213826,0.9816487939105796,0.7892823808658673
8,0.9853458183181849,0.9614711823838789,0.9101011139359215,0.9890467811519951,0.9765211051064613,0.9653068401665644,0.9630823565239549,0.9572594899507327,0.9581591066984053,0.9157015518247758
9,0.9180560395731255,0.9895032045743051,0.9842592752653226,0.9688756706613086,0.978885999626289,0.9844770741160654,0.9825210332537884,0.9154835956131745,0.9747968564192078,0.9921934595063837
10,0.9919176433628296,0.9972724834472619,0.9698253905169593,0.9879445184964527,0.970024322950952,0.9843236272270469,0.9789884806698883,0.9436234282574463,0.9755757660740655,0.9637245209262515
15,0.9838519498289274,0.9926207964125868,0.952786259853352,0.9828245983255568,0.892376157771257,0.9893969319473643,0.9770521109275264,0.9872379892168506,0.9753819146464205,0.9632485060954025
20,0.9951964489196921,0.979858599080818,0.967989593390112,0.9476180782811663,0.99829151020406,0.9851214190514105,0.9803262788240604,0.9962603982317632,0.9563239331788524,0.9950767146729607
25,0.9835042210667285,0.9442568560583612,0.9901839483270004,0.9838789587785582,0.9875028130235499,0.9932349237966858,0.9926130328167558,0.9924416101477344,0.991032982664543,0.9848229713416781
30,0.9937892986312048,0.9745280127241819,0.9712232818138036,0.9917153706862007,0.9951098998707391,0.9886955808179331,0.9961522376527718,0.9979192563805545,0.9966904888302205,0.9742909430070247
35,0.9973369362510695,0.9926504479470417,0.9950367252138833,0.9921920791729496,0.9875145038429436,0.9939962753048488,0.9951059750631076,0.9903221274182915,0.9939731875131769,0.9827792105501709
40,0.9851358660967777,0.9843200310557256,0.989929969661377,0.996714009293813,0.999403520802049,0.9923906265905744,0.9987001632721414,0.9976144053954087,0.9970559659053999,0.9954849158781085
45,0.9967639030898855,0.9884485201605251,0.9816340938987564,0.9954225220229551,0.9979766996603597,0.9918540716417565,0.9948100213317709,0.9968166898597691,0.9955277450472719,0.9906828067924625
50,0.996102872583089,0.9973684103774222,0.9927893763924743,0.9972320926270866,0.9876602291882831,0.9969433027825471,0.9968138506045288,0.9978884614974678,0.9897019241047657,0.9943088618778988
55,0.9988295684754344,0.998263293347733,0.9966710136090757,0.9953522967852337,0.995033522764582,0.9982243118254837,0.9984520133432895,0.9912171312657057,0.996047551964375,0.9938661060496105
60,0.9979423508426223,0.9993927434392941,0.9962963511807558,0.9970927194304993,0.9905489141897187,0.996201061825663,0.9879251074678238,0.992015836335,0.9960905148533528,0.9982397148165972
