,0,1,2,3,4,5,6,7,8,9
2,0.42207671735504987,0.4153676951850865,0.5082043798636503,0.46918496702786805,0.3956069661370464,0.4893546627390524,0.4525802743730351,0.4609300186613004,0.45591689662521745,0.34608734093421495
3,0.5193931926348806,0.5008699549490548,0.6159418009508658,0.5268072389843679,0.41533433798630115,0.48290887409647926,0.5024059658967774,0.4734913521431662,0.5672506481683791,0.45883892266310894
4,0.5700137449495929,0.6373670980769115,0.6311490483284169,0.6116033757545557,0.5045022344495417,0.6723791913462075,0.6043805864817822,0.5467633323953515,0.6017062122522389,0.5293728329233592
5,0.5840684384122453,0.7082926852816098,0.5857711325893785,0.5830281618359001,0.547931261593071,0.7233340122273968,0.7653220417477802,0.568042123965222,0.606052885286477,0.5956443908996628
6,0.6482925079880344,0.6375392729352335,0.7122122657578961,0.6695855786772891,0.6196038262501976,0.6276807966888484,0.6647408210933823,0.7791773966069269,0.7670542797997477,0.6437613825668396
7,0.6453793428887761,0.5965541615350886,0.7731361027793787,0.7470477716278766,0.6576266059502603,0.7343173922062082,0.7131441361191077,0.6725261236681556,0.8153273872437269,0.66526573220285
8,0.6939236742247539,0.7505037539612909,0.7993870581300485,0.7863160650605088,0.7439380462771721,0.7282712571936265,0.6946294773769873,0.7114344748260825,0.75683465472484,0.6315275136239067
9,0.7817204480145813,0.6513439090709291,0.7852567072092279,0.7378271698066396,0.7643414633462409,0.7653708636197815,0.7492213859504786,0.8061671161812478,0.7927231490291653,0.716504584107331
10,0.7904504031472569,0.6798207082763427,0.8188558672565487,0.7527791462183387,0.7612251695979638,0.8314235169917515,0.8213606146167929,0.737165304526802,0.7526868061830151,0.7196527341455294
15,0.8172164231944425,0.7884573080727776,0.8667391829593094,0.8457910631365027,0.8773328760080202,0.8718244965081529,0.8580359083472942,0.8150681727616238,0.811718170658006,0.8351330673441062
20,0.8679274984302952,0.8551660566033573,0.8898297744386767,0.8732657170275483,0.9146054814037993,0.8221332037114456,0.8835103522105706,0.8632192521720579,0.8749697197254391,0.8697113137590184
25,0.8975305116400468,0.8643401289270342,0.907537735984417,0.9022574829171892,0.9346379017053422,0.9046439350146475,0.8630815568791756,0.937613477607569,0.932380384941898,0.8989469258100536
30,0.88228029378286,0.8471607009438162,0.9051155409616709,0.9036470762130276,0.9075424596062717,0.9124780475812669,0.9168308235826294,0.9209561923792772,0.9001528570552156,0.9152524589857816
35,0.8856039172173277,0.8604852206910294,0.9510921319666531,0.898965775728452,0.9446716216148814,0.9086390386157965,0.8853304072613823,0.882979230648838,0.8954407170388058,0.8574954289713045
40,0.8901143145206523,0.9304326568089257,0.9418913369302704,0.939616230546123,0.9162419530258568,0.9242284205297183,0.9534700387300723,0.9218557158872889,0.9548277278793171,0.9598298449868059
45,0.9366144095688309,0.9355958518208672,0.915855965647303,0.9545303231853182,0.9315260398215206,0.9667056820604192,0.8908396352356901,0.9419975414456964,0.9321804031727249,0.9217410310112283
50,0.9380211370118215,0.9180448200008468,0.9175908405821888,0.9123634528283173,0.9364041227274172,0.9702180987421277,0.956700092122201,0.951800740818343,0.9592850583400766,0.9337849747717908
55,0.9213944351770658,0.9458360988880997,0.9578406506139088,0.9225406760532036,0.9441693383082844,0.9293982621860204,0.9699987730234809,0.9250007814514176,0.9689771690245179,0.9638016704299597
60,0.962076512661032,0.9560240324873169,0.9364831310336925,0.9321929764678892,0.9389200648988759,0.946561122038762,0.9729196993838763,0.9479544133188349,0.9698935179828393,0.9043021455935949
