,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.03331856727600098,0.01129855292780541,0.0016470909118652343,0.0005834589405119939,logistic,1.0,3,0.3,"{'NN__activation': 'logistic', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': 3, 'NN__learning_rate_init': 0.3}",0.49120816789563226,0.49999999999999983,0.5516165626772543,0.4999999999999997,0.49999999999999983,0.5085649461145773,0.021793459315300367,1,0.5163074305161656,0.5,0.49191718661372663,0.5,0.5,0.5016449234259784,0.00797164094638268
