,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.4079128742218018,0.008467701760597638,0.10530815124511719,0.0015612121792159006,logistic,1.0,"(6, 6, 6)",0.15,"{'NN__activation': 'logistic', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (6, 6, 6), 'NN__learning_rate_init': 0.15}",0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.0,1,0.49999999999999994,0.5,0.5,0.5000000000000001,0.5,0.5,5.551115123125783e-17
