,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.11495008468627929,0.0031541339563223455,0.0056365966796875,8.319580020243234e-05,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",0.4645232815964525,0.49695121951219523,0.4636363636363636,0.41744186046511633,0.5104651162790698,0.4706834909748977,0.0320965180458036,373,0.5316270436210466,0.5095131005925608,0.5356534695615156,0.5403880070546737,0.5036860670194003,0.5241735375698394,0.014730359626182802
1,0.13196921348571777,0.013806827073679171,0.005687332153320313,9.058658614368229e-05,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 3}",0.4897450110864746,0.47838137472283826,0.5045454545454545,0.4683139534883722,0.5854651162790698,0.5050862470626367,0.041665430774954,260,0.5666274005854215,0.5633790247733276,0.5262877820349086,0.5560493827160493,0.5401587301587301,0.5505004640536872,0.015165298130443414
2,0.11948609352111816,0.008554991009953206,0.005716991424560547,0.00022379154053580954,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 4}",0.5360310421286033,0.5637472283813748,0.4284090909090909,0.506686046511628,0.40668604651162793,0.4887557151205763,0.06093746083649969,348,0.5386770900264154,0.5300564003712429,0.5163899531715623,0.5549206349206348,0.5795943562610228,0.5439276869501757,0.021777347615736003
3,0.11973772048950196,0.0103139609895572,0.0056476593017578125,4.553782378174615e-05,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 5}",0.5000000000000001,0.5,0.5874999999999999,0.4918604651162792,0.47761627906976745,0.511468023255814,0.03888239147708949,246,0.5,0.5,0.6141975308641977,0.5216225749559082,0.48777777777777775,0.5247195767195768,0.04604933691873845
4,0.13696436882019042,0.007106079871879257,0.005679941177368164,8.404565697192571e-05,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 6}",0.5839800443458982,0.5701219512195123,0.5147727272727273,0.5755813953488373,0.563953488372093,0.5617166049114433,0.024378958285990196,61,0.6020382665809952,0.602359534518455,0.6206896551724139,0.635837742504409,0.6258906525573191,0.6173631702667185,0.013304548350494558
5,0.13872313499450684,0.006627853308691521,0.005716848373413086,0.00015513832271834508,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 7}",0.5839800443458982,0.5701219512195123,0.5147727272727273,0.5755813953488373,0.563953488372093,0.5617166049114433,0.024378958285990196,61,0.6020382665809952,0.602359534518455,0.6206896551724139,0.635837742504409,0.6258906525573191,0.6173631702667185,0.013304548350494558
6,0.13782815933227538,0.007483137861914585,0.005742835998535156,0.00022720489507845501,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 8}",0.5839800443458982,0.5701219512195123,0.5147727272727273,0.5755813953488373,0.563953488372093,0.5617166049114433,0.024378958285990196,61,0.6020382665809952,0.602359534518455,0.6206896551724139,0.635837742504409,0.6258906525573191,0.6173631702667185,0.013304548350494558
7,0.1397796630859375,0.007942538688474662,0.0059478759765625,0.0003631538828495565,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 9}",0.5839800443458982,0.5701219512195123,0.5147727272727273,0.5755813953488373,0.563953488372093,0.5617166049114433,0.024378958285990196,61,0.6020382665809952,0.602359534518455,0.6206896551724139,0.635837742504409,0.6258906525573191,0.6173631702667185,0.013304548350494558
8,0.14039101600646972,0.005932668546076712,0.005851650238037109,0.00029467643644026106,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 10}",0.5839800443458982,0.5701219512195123,0.5147727272727273,0.5755813953488373,0.563953488372093,0.5617166049114433,0.024378958285990196,61,0.6020382665809952,0.602359534518455,0.6206896551724139,0.635837742504409,0.6258906525573191,0.6173631702667185,0.013304548350494558
9,0.1366626262664795,0.005564290530464139,0.005751943588256836,0.00017597175125116487,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 15}",0.5839800443458982,0.5701219512195123,0.5147727272727273,0.5755813953488373,0.563953488372093,0.5617166049114433,0.024378958285990196,61,0.6020382665809952,0.602359534518455,0.6206896551724139,0.635837742504409,0.6258906525573191,0.6173631702667185,0.013304548350494558
10,0.14041614532470703,0.007900150543568338,0.005828094482421875,0.000131218308424421,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 20}",0.5839800443458982,0.5701219512195123,0.5147727272727273,0.5755813953488373,0.563953488372093,0.5617166049114433,0.024378958285990196,61,0.6020382665809952,0.602359534518455,0.6206896551724139,0.635837742504409,0.6258906525573191,0.6173631702667185,0.013304548350494558
