,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.021044254302978516,0.0015125171458384126,0.0012627124786376953,0.0001629771510033919,logistic,1.0,3,0.3,"{'NN__activation': 'logistic', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': 3, 'NN__learning_rate_init': 0.3}",0.49999999999999983,0.5000000000000001,0.5,0.5,0.5000000000000001,0.5,1.0267955386187712e-16,1,0.4999999999999999,0.5,0.5,0.5,0.5,0.5,4.965068306494546e-17
