,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.09752583503723145,0.0040864906761704,0.001338958740234375,0.00019985467791000899,logistic,1.0,"(6, 6, 6)",0.15,"{'NN__activation': 'logistic', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (6, 6, 6), 'NN__learning_rate_init': 0.15}",0.4999999999999999,0.4999999999999998,0.4999999999999998,0.5000000000000001,0.5000000000000001,0.4999999999999999,1.567087494285987e-16,1,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
