,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
50,0.05185513496398926,0.015669649617816462,0.0006193161010742187,4.0757724087444495e-06,0.1,"(25,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 30}",0.4999999999999997,0.4999999999999997,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.4999999999999999,1.7534017153717175e-16,157,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,7.021666937153402e-17
51,0.05125608444213867,0.015964844088424662,0.0007448673248291015,0.00014734556757005417,0.1,"(25,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 35}",0.4999999999999997,0.4999999999999997,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.4999999999999999,1.7534017153717175e-16,157,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,7.021666937153402e-17
52,0.049901819229125975,0.015694627483680668,0.0006439208984375,4.951177273508473e-05,0.1,"(25,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 40}",0.4999999999999997,0.4999999999999997,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.4999999999999999,1.7534017153717175e-16,157,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,7.021666937153402e-17
53,0.051215600967407224,0.016370696122545172,0.0007651805877685547,0.00027037720600833905,0.1,"(25,)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 45}",0.4999999999999997,0.4999999999999997,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.4999999999999999,1.7534017153717175e-16,157,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,7.021666937153402e-17
54,0.05191383361816406,0.017842271529817162,0.000627899169921875,3.072903804496205e-05,0.1,"(25,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 50}",0.4999999999999997,0.4999999999999997,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.4999999999999999,1.7534017153717175e-16,157,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,7.021666937153402e-17
55,0.06033282279968262,0.017267696050476122,0.0008055686950683594,0.00016826443540347865,0.1,"(25,)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 55}",0.4999999999999997,0.4999999999999997,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.4999999999999999,1.7534017153717175e-16,157,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,7.021666937153402e-17
56,0.060118246078491214,0.021880965765386624,0.0006353378295898438,2.0106702610947535e-05,0.1,"(25,)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 60}",0.4999999999999997,0.4999999999999997,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.4999999999999999,1.7534017153717175e-16,157,0.5,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,7.021666937153402e-17
57,0.023992538452148438,0.0010907459413708332,0.0007689952850341797,0.00020980252994789043,0.1,"(25, 25)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 2}",0.4999999999999999,0.4999999999999999,0.5,0.49999999999999994,0.5,0.5,7.457879926759313e-17,85,0.5,0.5,0.5,0.5,0.5,0.5,0.0
58,0.044020557403564455,0.01782473334581689,0.0008053302764892579,0.00015616670999571406,0.1,"(25, 25)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 3}",0.520833333333333,0.4999999999999997,0.6705246913580247,0.4937500000000001,0.5000000000000001,0.5371751292401388,0.06746027670986297,5,0.5036555383022774,0.5,0.5767986542443064,0.5052083333333334,0.5000000000000001,0.5171325051759834,0.02990287384885123
59,0.06430788040161133,0.019738297945218516,0.0007358551025390625,0.0001044923762710818,0.1,"(25, 25)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 4}",0.4999999999999997,0.4999999999999997,0.5208333333333331,0.4937500000000001,0.5000000000000001,0.5029397705544931,0.009287784637805998,17,0.5,0.5,0.5140722049689441,0.5000000000000001,0.5000000000000001,0.5028144409937888,0.005628881987577628
60,0.0657578468322754,0.019857432057433354,0.000729513168334961,0.00011376443238047308,0.1,"(25, 25)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 5}",0.4999999999999997,0.4999999999999997,0.5208333333333331,0.4937500000000001,0.5000000000000001,0.5029397705544931,0.009287784637805998,17,0.5,0.5,0.5140722049689441,0.5000000000000001,0.5000000000000001,0.5028144409937888,0.005628881987577628
61,0.06795721054077149,0.021539244646490444,0.0008469581604003906,0.00017609058462814928,0.1,"(25, 25)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 6}",0.4999999999999997,0.4999999999999997,0.5208333333333331,0.4937500000000001,0.5000000000000001,0.5029397705544931,0.009287784637805998,17,0.5,0.5,0.5140722049689441,0.5000000000000001,0.5000000000000001,0.5028144409937888,0.005628881987577628
62,0.06631059646606445,0.019315053494415285,0.0009001255035400391,0.0002857088164771354,0.1,"(25, 25)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 7}",0.4999999999999997,0.4999999999999997,0.5208333333333331,0.4937500000000001,0.5000000000000001,0.5029397705544931,0.009287784637805998,17,0.5,0.5,0.5140722049689441,0.5000000000000001,0.5000000000000001,0.5028144409937888,0.005628881987577628
63,0.056699705123901364,0.016106328172151727,0.0006543636322021484,8.158793858332285e-06,0.1,"(25, 25)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 8}",0.4999999999999997,0.4999999999999997,0.5208333333333331,0.4937500000000001,0.5000000000000001,0.5029397705544931,0.009287784637805998,17,0.5,0.5,0.5140722049689441,0.5000000000000001,0.5000000000000001,0.5028144409937888,0.005628881987577628
64,0.06291522979736328,0.017352416322934973,0.0008522510528564453,0.00013969950233649374,0.1,"(25, 25)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 9}",0.4999999999999997,0.4999999999999997,0.5208333333333331,0.4937500000000001,0.5000000000000001,0.5029397705544931,0.009287784637805998,17,0.5,0.5,0.5140722049689441,0.5000000000000001,0.5000000000000001,0.5028144409937888,0.005628881987577628
